第90届奥斯卡获奖电影合集+颁奖典礼,http://www.llduang.com/91132.html,03-05,3
「网盘搜索引擎」更新2018 01 26,http://www.llduang.com/76388.html,01-25,60
2017年度豆瓣电影榜单汇总,http://www.llduang.com/87808.html,01-10,5
如果你看了还不会，那你就是白痴,http://www.llduang.com/17051.html,09-01,99
东京兄  第三季    更新至02/12集,http://www.llduang.com/92772.html,04-11,2
伟大的诱惑者     更新至20/32集,http://www.llduang.com/91578.html,04-11,0
极地恶灵 第一季      更新至08/10集,http://www.llduang.com/92301.html,04-11,0
加油吧威基基  更新至18集,http://www.llduang.com/89709.html,04-11,0
能先接吻吗   32集完结,http://www.llduang.com/90757.html,04-11,0
我们遇见的奇迹       更新至04/20集,http://www.llduang.com/92784.html,04-11,0
交叉世界       更新至02/10集,http://www.llduang.com/93088.html,04-10,0
嗜血娇娃    更新至01/08集,http://www.llduang.com/93083.html,04-10,0
远大前程     更新至18/56集,http://www.llduang.com/92644.html,04-10,1
北京女子图鉴     更新至07/20集,http://www.llduang.com/93080.html,04-10,0
版权原因下线##南方有乔木     更新至31/40集,http://www.llduang.com/92271.html,04-10,0
深夜中的超跑     2018.HD720P.日语中字,http://www.llduang.com/93069.html,04-10,0
花落梦深处     2018.HD720P,http://www.llduang.com/93030.html,04-09,0
行尸走肉 第八季（含1~7季）   更新至15/16集,http://www.llduang.com/82447.html,04-09,26
亚特兰大 第二季（含第一季）    更新至06/10集,http://www.llduang.com/91475.html,04-09,0
抓住        2017.HD720p.中英双字,http://www.llduang.com/93042.html,04-09,0
此时此地   更新至09/10集,http://www.llduang.com/90099.html,04-09,0
国土安全 第七季（含前六季）    更新至09/12集,http://www.llduang.com/90061.html,04-09,0
无妄之灾    更新至02/03集,http://www.llduang.com/93009.html,04-09,0
幻日奇遇    2017.HD,http://www.llduang.com/93006.html,04-09,0
埃内斯托   2017.BD720P,http://www.llduang.com/93003.html,04-09,0
版权原因下线##亚人 真人版  2017.HD1080P.日语中字,http://www.llduang.com/92925.html,04-09,0
超人回来了 2013-2017  更新至201803408,http://www.llduang.com/79827.html,04-09,2
三个女人一个因   更新至16/20集,http://www.llduang.com/90603.html,04-09,0
Running Man        更新至180408,http://www.llduang.com/74296.html,04-09,34
Live     更新至10/16集,http://www.llduang.com/91481.html,04-09,0
小神的孩子们    更新至12/16集,http://www.llduang.com/91033.html,04-09,0
飓风抢劫      2018.HD720P.英语中字,http://www.llduang.com/92992.html,04-08,0
假面真情 第二季（含第一季）   更新至01/10集,http://www.llduang.com/92977.html,04-08,0
外星人吃了我的作业      2018.BD720P.中英字幕,http://www.llduang.com/92974.html,04-08,0
你从未在此     2018.HD,http://www.llduang.com/92970.html,04-08,0
夺命来电       2018.HD720P,http://www.llduang.com/92995.html,04-08,0
3月的狮子 第二季（含第一季）  22集完结,http://www.llduang.com/82419.html,04-08,0
傲骨之战 第二季（含第一季）  更新至06/13集,http://www.llduang.com/91108.html,04-08,0
魔法师 第三季（含前两季）  13集完结,http://www.llduang.com/89018.html,04-08,0
海贼王.更新至831集,http://www.llduang.com/75067.html,04-08,11
女人和陌生人    1985.DVD,http://www.llduang.com/92983.html,04-08,0
斗破苍穹2（含第一季）    更新至07/12集,http://www.llduang.com/91010.html,04-08,3
魔卡少女樱 透明牌篇   更新至13/22集,http://www.llduang.com/88266.html,04-08,0
坑王驾到    更新至180408,http://www.llduang.com/71510.html,04-08,23
经常请吃饭的漂亮姐姐    更新至04/16集,http://www.llduang.com/92545.html,04-08,0
善良魔女传    更新至24/40集,http://www.llduang.com/91478.html,04-08,1
豪斯医生    八季合集   迅雷链接,http://www.llduang.com/92956.html,04-08,1
孤独的美食家 第七季（含1~6季）   更新至01集,http://www.llduang.com/92944.html,04-07,0
渔岛往事    2018.HD720P.国语中字,http://www.llduang.com/92941.html,04-07,0
我的英雄学院 第3季   更新至01/25集,http://www.llduang.com/92937.html,04-07,0
飓风营救 第二季（含第一季） 更新至10/16集,http://www.llduang.com/88176.html,04-07,0
神盾局特工 第五季（含前四季）  更新至16/22集,http://www.llduang.com/85181.html,04-07,3
童话镇   第七季（含1~6季）  更新至16/22集,http://www.llduang.com/78548.html,04-07,0
爱你西蒙        2018.TS720P.英语中字,http://www.llduang.com/92916.html,04-07,0
一切为了一个女孩   2016.HD1080P,http://www.llduang.com/92913.html,04-07,0
五十度飞        2018.HD1080P.中英字幕,http://www.llduang.com/90000.html,04-07,5
真相漩涡   2018.HD720P.中英字幕,http://www.llduang.com/92903.html,04-07,0
我的男孩   更新至15/20集,http://www.llduang.com/87006.html,04-07,0
斗罗大陆    更新至13/26集,http://www.llduang.com/88632.html,04-07,4
版权原因下线##芝加哥烈焰 第六季（含1~5季）  更新至17集,http://www.llduang.com/82368.html,04-07,0
哥谭 第四季（含1~3季）   更新至17集,http://www.llduang.com/80760.html,04-06,0
闪灵特工队.2018.HD720P.国语中字,http://www.llduang.com/92888.html,04-06,0
一路绕行 第三季（含前两季）    更新至09/10集,http://www.llduang.com/90760.html,04-06,0
实习医生格蕾 第十四季（含1~13季） 更新至18/23集,http://www.llduang.com/78489.html,04-06,1
小谢尔顿  更新至17/22集,http://www.llduang.com/84639.html,04-06,0
绿箭侠 第六季（含1~5季）    更新至17/23集,http://www.llduang.com/82332.html,04-06,0
版权原因下线##邪恶力量 第十三季     更新至17/21集,http://www.llduang.com/82339.html,04-06,0
犯罪心理 第十三季（含1~12季）  更新至19/22集,http://www.llduang.com/81464.html,04-06,2
推理的女王2    更新至12/16集,http://www.llduang.com/90840.html,04-06,0
以你为名的青春   24集完结,http://www.llduang.com/92083.html,04-06,0
我的大叔      更新至06/16集,http://www.llduang.com/92116.html,04-06,2
指定幸存者 第二季（含第一季）   更新至16集,http://www.llduang.com/82305.html,04-06,0
诡媚海妖 第一季03/10集,http://www.llduang.com/92858.html,04-06,0
版权原因下线##生活大爆炸 第十一季（含1~10季）更新至19/24集,http://www.llduang.com/80949.html,04-06,2
金装律师 第七季 更新至12集（含前六季）,http://www.llduang.com/76493.html,04-05,2
雄兵连之乾坤篇     更新至09/11集,http://www.llduang.com/91305.html,04-05,5
真伪莫辨      更新至04/13集,http://www.llduang.com/91740.html,04-05,0
摩登家庭 第九季   更新至18/22集,http://www.llduang.com/81106.html,04-05,0
美国谍梦 第六季（含1~5季）    更新至02/10集,http://www.llduang.com/92463.html,04-05,0
罪恶黑名单 第五季（含1~4季）  更新至17/22集,http://www.llduang.com/84139.html,04-05,0
青春崛起    更新至04/10集,http://www.llduang.com/92829.html,04-05,0
芝加哥急救 第三季（含前两季） 更新至14集,http://www.llduang.com/85011.html,04-05,0
Switch-改变世界   更新至06/32集,http://www.llduang.com/92453.html,04-05,0
宣言.2017.HD1080P.英语中字,http://www.llduang.com/92823.html,04-04,0
独孤天下    更新至48/55集,http://www.llduang.com/90441.html,04-04,3
人生若如初相见      更新至38/50集,http://www.llduang.com/90953.html,04-04,7
那天妈妈来看我   2013.高清,http://www.llduang.com/92811.html,04-04,0
12勇士.2018.HD1080P.x264.官方中文字幕,http://www.llduang.com/92808.html,04-04,0
暴裂无声.2018.TC1080P.国语中字,http://www.llduang.com/92805.html,04-04,0
极地恶灵 第一季      更新至05/10集,http://www.llduang.com/92301.html,04-04,0
黑霹雳    更新至11/13集,http://www.llduang.com/88519.html,04-04,0
血观音 2018.BD720P.x264.国语中文字幕,http://www.llduang.com/92796.html,04-04,0
小森林      2018.HD1080P.韩语无字,http://www.llduang.com/92787.html,04-04,0
东京兄  第三季    更新至01/12集,http://www.llduang.com/92772.html,04-04,2
神烦警探 第五季（含1~4季）  更新至14/22集,http://www.llduang.com/82315.html,04-04,0
芬兰的汤姆 2017.HD720P.芬兰语中字,http://www.llduang.com/92759.html,04-03,0
硅谷 第五季 （含前四季）   更新至02/10集,http://www.llduang.com/92753.html,04-03,0
和陌生的你每一天.2018.HD1080P,http://www.llduang.com/92746.html,04-03,0
明日传奇 第三季（含前两季）   更新至17集,http://www.llduang.com/90706.html,04-03,0
十七岁的雨季.2017.HD720P,http://www.llduang.com/92742.html,04-03,0
雷蒙・斯尼奇的不幸历险 第二季（含第一季）   10集完结,http://www.llduang.com/92616.html,04-03,0
三国机密之潜龙在渊     更新至18/40集,http://www.llduang.com/92366.html,04-03,0
凯撒大帝    2018.HD720P.英语中字,http://www.llduang.com/92730.html,04-03,0
版权原因下线##烈火如歌    更新至51/52集,http://www.llduang.com/90861.html,04-03,13
盘中兽    完结   迅雷链接,http://www.llduang.com/92737.html,04-03,1
地,址,：,历,下,区,旅,游,路,与,浆,水,泉,路,交,汇,处,黄,金,9,9,生,活,广,场,三,楼
地,址,：,商,河,县,商,中,路,文,化,中,心,北,邻
